Property_id,lat,lng,addr_street,suburb,price,property_type,year,bedrooms,bathrooms,parking_space,Shopping_center_id,Distance_to_sc,Train_station_id,Distance_to_train_station,travel_min_to_CBD,Transfer_flag,Hospital_id,Distance_to_hospital,Supermarket_id,Distance_to_supermaket
73475,-37.847631,145.292633,3 New Street,BORONIA,5525000,house,2013,3,1,3,SC_049,5385,19869,1601,53,0,hospital_049,1880,S_146,1702
40005,-37.706994,145.064769,20 Balmoral Avenue,BUNDOORA,5640000,house,2010,3,1,2,SC_047,4641,19984,1733,34,0,hospital_037,879,S_155,1270
85560,-37.88953018,145.0118408,35 Carlingford Street,ELSTERNWICK,7080000,house,2007,4,3,2,SC_023,3104,19953,1044,19,0,hospital_079,496,S_193,585
61930,-37.815071,145.213934,4 Margaret Street,RINGWOOD,5824000,house,2013,3,1,1,SC_032,1334,19901,437,41,0,hospital_010,1818,S_040,1349
7573,-37.729625,144.82322,6 Brazilia Avenue,KEALBA,4050000,house,2015,3,2,2,SC_107,1417,20001,2596,36,0,hospital_005,3515,S_222,1707
86857,-37.890859,144.996057,502 New Street,BRIGHTON,12480000,house,2010,4,1,1,SC_015,2812,19954,802,17,0,hospital_116,1310,S_193,973
17585,-37.696208,144.937474,67 Morley Street,GLENROY,7645000,house,2015,3,1,2,SC_030,4181,20031,1908,34,0,hospital_104,5284,S_004,1209
48501,-37.799929,145.02309,4A Redmond Street,KEW,35250000,house,2014,4,2,2,SC_083,2537,19930,2374,19,0,hospital_032,914,S_039,946
27497,-37.609415,144.939614,64 Mitford Crescent,CRAIGIEBURN,2400000,house,2011,4,2,1,SC_110,1252,40221,907,46,0,hospital_104,4897,S_005,1312
25903,-37.594904,144.907182,20 Grove Road,CRAIGIEBURN,4228000,house,2011,4,2,2,SC_016,629,40221,3279,46,0,hospital_104,6319,S_178,2368
93892,-38.068795,145.126181,31 Mernda Avenue,BONBEACH,6110000,house,2012,2,1,2,SC_070,5400,19858,755,55,0,hospital_043,8965,S_077,1844
15617,-37.7376076,144.8828664,23 Cuthbert Street,NIDDRIE,5530000,house,2013,3,1,2,SC_082,2039,20036,3518,23,0,hospital_184,2023,S_198,1609
17963,-37.692285,144.924689,1/6 Rupert Court,BROADMEADOWS,5355000,house,2014,3,1,2,SC_059,3529,20031,841,34,0,hospital_104,4645,S_209,1528
81137,-37.97985458,145.2136536,3/21 Herbert Street,DANDENONG,2145000,house,2006,3,1,0,SC_112,815,19888,1177,53,0,hospital_033,438,S_183,333
50371,-37.764246,145.089675,7 Ronald Avenue,BULLEEN,13000000,house,2016,4,2,3,SC_009,251,19935,2673,27,0,hospital_193,2456,S_154,277
17876,-37.70773697,144.9380035,93 West Street,HADFIELD,3900000,house,2009,3,1,1,SC_030,2946,20033,1844,30,0,hospital_184,4818,S_004,103
84325,-37.853607,144.999817,70B Lewisham Road,WINDSOR,9900000,house,2015,3,2,2,SC_066,891,19957,736,11,0,hospital_012,149,S_115,783
68034,-37.848382,145.009012,3 Canterbury Road,TOORAK,23520000,house,2013,3,2,1,SC_038,872,19946,506,22,0,hospital_132,639,S_115,331
1949,-37.783664,144.873905,2 Pullar Street,MAIDSTONE,4419000,house,2014,2,1,2,SC_043,1558,20022,1985,21,0,hospital_056,1510,S_149,1558
87652,-37.941429,145.014931,35 Myrtle Road,HAMPTON,24310000,house,2011,3,2,1,SC_046,2067,19949,1243,27,0,hospital_036,991,S_214,772
21792,-37.745556,144.949354,108 Gordon Street,COBURG,17100000,house,2016,4,2,3,SC_030,1465,19965,1282,28,0,hospital_084,1240,S_172,1463
92479,-37.98051453,145.0714569,95 Warrigal Road,MENTONE,5880000,house,2009,3,1,2,SC_003,1865,19865,572,40,0,hospital_133,431,S_003,639
68484,-37.853163,145.027906,33 Adelaide Street,ARMADALE,24200000,house,2010,4,1,0,SC_038,2225,19945,838,23,0,hospital_157,1165,S_235,787
84007,-37.853119,144.995857,41 Eastbourne Street,WINDSOR,18460000,house,2012,3,1,1,SC_066,678,19957,469,11,0,hospital_012,307,S_115,1002
46928,-37.723485,145.139515,25 Withers Way,ELTHAM,12560000,house,2016,4,2,2,SC_051,5824,19987,1326,44,0,hospital_075,3599,S_194,1882
45669,-37.67599,145.122503,3 Grevillia Grove,PLENTY,16422000,house,2015,5,2,2,SC_051,3290,19988,3186,49,0,hospital_075,3559,S_051,1541
66418,-37.776105,145.329599,442 Hull Road,MOOROOLBARK,3795000,house,2012,3,1,1,SC_084,2428,19877,1793,54,0,hospital_113,2718,S_168,2131
53332,-37.81170273,145.002533,45 Baker Street,RICHMOND,7345000,house,2009,3,1,0,SC_068,2703,19977,894,8,0,hospital_134,165,S_076,655
93511,-37.994951,145.095121,57 Brownfield Street,MORDIALLOC,4560000,house,2009,3,1,3,SC_003,2704,19863,1451,45,0,hospital_001,2013,S_119,1636
8229,-37.765128,144.784403,2 Glenbrook Avenue,CAIRNLEA,7760000,house,2011,4,2,2,SC_107,4672,20003,2372,31,0,hospital_057,2698,S_159,880
40742,-37.696561,145.065284,5 Chaucer Crescent,BUNDOORA,6303000,house,2015,3,2,2,SC_062,5304,19984,2286,34,0,hospital_041,603,S_155,949
7129,-37.794503,144.826739,94 Couch Street,SUNSHINE,4120000,house,2010,4,1,0,SC_102,1483,20021,856,25,0,hospital_174,1939,S_080,1538
94311,-37.956082,145.081591,2 Pinehurst Way,HEATHERTON,13500000,house,2016,4,2,2,SC_003,1799,19866,2648,37,0,hospital_109,940,S_023,2293
12762,-37.717999,144.767219,25 Barley Court,DELAHEY,4760000,house,2012,3,2,2,SC_048,2810,20000,1975,39,0,hospital_057,6301,S_094,1919
89120,-37.946409,145.010142,104 Bamfield Street,SANDRINGHAM,17250000,house,2014,3,1,1,SC_046,2592,19948,656,29,0,hospital_036,717,S_214,1058
28062,-37.796315,144.979669,116 Rose Street,FITZROY,10500000,house,2014,2,2,2,SC_008,1933,19975,1338,11,0,hospital_188,1298,S_200,251
76047,-37.899591,145.077543,3 Kelvinside Street,HUGHESDALE,11390000,house,2012,3,1,3,SC_087,1294,19918,524,31,0,hospital_166,2498,S_167,1293
91528,-37.9732666,145.0364227,3 McDonald Street,BEAUMARIS,8904000,house,2008,3,2,2,SC_079,2717,19866,1754,37,0,hospital_055,1562,S_023,2293
57121,-37.822746,145.076152,1c Hopetoun Avenue,CANTERBURY,28950000,house,2014,3,2,2,SC_099,1603,19893,486,28,0,hospital_064,2906,S_160,1437
10343,-37.791883,144.932438,29 Barnett Street,KENSINGTON,7194000,house,2010,2,1,0,SC_011,1782,20041,270,13,0,hospital_114,355,S_086,660
65595,-37.784971,145.330467,1/5 Cowley Court,MOOROOLBARK,6426000,house,2011,3,1,1,SC_084,3321,19877,1589,54,0,hospital_113,3336,S_224,2605
63040,-37.831285,145.236723,60 Viviani Crescent,HEATHMONT,4572000,house,2009,2,1,0,SC_032,2177,19871,764,45,0,hospital_179,2177,S_040,2263
87647,-37.936149,145.017733,34 Teddington Road,HAMPTON,11220000,house,2013,3,3,2,SC_046,1847,19949,1442,27,0,hospital_036,1415,S_214,1101
68508,-37.860397,145.026159,38 Barkly Avenue,ARMADALE,24800000,house,2011,3,3,2,SC_023,2291,19944,708,20,0,hospital_092,435,S_235,244
88740,-37.951318,145.027711,29 Marshall Avenue,HIGHETT,7952000,house,2010,2,1,2,SC_079,1198,19872,1284,40,0,hospital_058,1377,S_214,820
3407,-37.8131593,144.8660472,34. Kidman st,YARRAVILLE,4565000,house,2011,4,2,2,SC_043,2207,20022,1572,21,0,hospital_056,2848,S_149,2207
45854,-37.71398,145.121779,16 Wattle Avenue,MONTMORENCY,11550000,house,2015,3,2,2,SC_051,5596,19986,148,40,0,hospital_075,1713,S_210,2080
33818,-37.727093,144.999595,14 Cameron Street,RESERVOIR,6039000,house,2010,3,1,0,SC_103,1406,20011,315,29,0,hospital_139,1069,S_085,1153
37523,-37.629084,145.037985,5 Shaftesbury Drive,EPPING,3060000,house,2012,3,2,3,SC_062,4886,20005,2685,43,0,hospital_053,3140,S_196,2659
81620,-37.981844,145.236074,1 Scarlet Drive,DOVETON,1980000,house,2013,3,1,2,SC_112,1933,19888,2482,53,0,hospital_119,1545,S_184,1811
68320,-37.856167,145.01375,17 Hampden Road,ARMADALE,37280000,house,2009,4,2,2,SC_038,1802,19945,491,23,0,hospital_132,485,S_115,1172
13099,-37.694775,144.75225,4 Michael Court,HILLSIDE,5775000,house,2013,3,2,2,SC_048,4355,20000,2057,39,0,hospital_057,9141,S_163,86
40366,-37.714234,145.032372,31  Green Avenue,KINGSBURY,6500000,house,2013,5,2,3,SC_047,2713,20009,2133,33,0,hospital_025,999,S_225,1231
16851,-37.70254135,144.9505463,23 Morell Street,GLENROY,5280000,house,2009,5,2,3,SC_030,3325,19961,762,35,0,hospital_139,4506,S_004,1153
17754,-37.696928,144.929176,82 Daley Street,GLENROY,2824000,house,2014,4,1,1,SC_059,4014,20031,1191,34,0,hospital_104,5204,S_209,1108
48340,-37.811549,145.043849,35 May Street,KEW,4050000,house,2016,3,2,2,SC_083,1230,19903,1220,22,0,hospital_064,505,S_208,1192
564,-37.791261,144.883245,2/37 Summerhill Road,FOOTSCRAY,8640000,house,2014,3,2,2,SC_043,1930,20023,1188,19,0,hospital_056,333,S_201,1674
87068,-37.89798,145.002633,73 Asling Street,BRIGHTON,18240000,house,2014,4,2,3,SC_015,3787,19953,197,19,0,hospital_013,947,S_151,945
22523,-37.737838,144.957049,3 Bourke Street,COBURG,9086000,house,2011,3,2,3,SC_030,859,19964,700,30,0,hospital_084,1814,S_172,836
31183,-37.75693512,145.0137482,352a Victoria Road,THORNBURY,6960000,house,2008,4,2,2,SC_103,2193,20014,1352,23,0,hospital_035,844,S_105,1104
61243,-37.801666,145.233727,126 Warrandyte Road,RINGWOOD,6589000,house,2013,4,2,3,SC_032,1308,19902,1637,43,0,hospital_105,1337,S_190,1118
54595,-37.819116,145.040309,51 Liddiard Street,HAWTHORN,24150000,house,2014,4,2,2,SC_083,441,19904,429,20,0,hospital_127,820,S_208,437
55090,-37.82290649,145.0609436,16 Kintore Street,CAMBERWELL,31800000,house,2009,4,2,2,SC_099,301,19853,453,23,0,hospital_064,1933,S_113,723
53256,-37.828946,145.011897,40 Parkville Street,BURNLEY,2376000,house,2016,3,1,2,SC_038,1333,19906,412,12,0,hospital_122,1232,S_102,1309
37197,-37.643249,145.023557,29 Hall Street,EPPING,3440000,house,2015,3,1,1,SC_062,5540,20005,1170,43,0,hospital_053,1117,S_196,1330
17445,-37.697682,144.911064,55 Pecham Street,GLENROY,5291000,house,2014,3,2,1,SC_059,2530,20031,508,34,0,hospital_184,4995,S_209,1468
95329,-37.924399,145.043611,26 London Street,BENTLEIGH,7168000,house,2010,3,1,1,SC_046,1743,19938,720,39,0,hospital_110,1134,S_107,558
56198,-37.850033,145.103316,139 Burwood Highway,BURWOOD,30000000,house,2015,3,2,2,SC_042,3212,19849,2012,33,0,hospital_089,1151,S_112,2009
8985,-37.875167,144.756377,22 Shane Avenue,SEABROOK,9010000,house,2015,4,2,3,SC_092,3138,46468,982,32,0,hospital_073,6738,S_007,1464
56611,-37.847503,145.100002,34A Somers Street,BURWOOD,5320000,house,2014,2,1,2,SC_042,3404,19849,1772,33,0,hospital_089,1218,S_112,2178
24524,-37.71182632,144.9700012,61 Lynch Road,FAWKNER,4290000,house,2009,3,1,0,SC_030,2883,19962,889,33,0,hospital_139,2552,S_030,2311
663,-37.805733,144.888299,23 Henry Street,SEDDON,20400000,house,2016,3,1,1,SC_043,2713,20024,455,17,0,hospital_056,1415,S_201,1018
7984,-37.72948456,144.7632904,1 Waterside Dr,BURNSIDE HEIGHTS,7650000,house,2008,4,2,2,SC_048,1956,20001,2681,36,0,hospital_057,5677,S_070,2533
70795,-37.87987518,145.1038513,45 Bolwarra Street,CHADSTONE,5700000,house,2009,3,1,2,SC_042,1121,19840,1006,27,0,hospital_166,2166,S_112,1739
59443,-37.82132,145.20658,15 Hopetoun Street,MITCHAM,9930000,house,2011,3,2,1,SC_032,2176,19901,609,41,0,hospital_010,1633,S_040,2211
79320,-37.955137,145.156243,7 Oak Grove,SPRINGVALE,8805000,house,2013,3,1,1,SC_057,4445,19891,598,45,0,hospital_124,2631,S_075,447
85763,-37.88792419,145.0014496,6 McMillan Street,ELSTERNWICK,9780000,house,2009,4,2,2,SC_015,2812,19954,356,17,0,hospital_116,743,S_193,413
82861,-37.907612,145.26936,69 Sovereign Manors,ROWVILLE,8368000,house,2014,3,2,2,SC_049,3717,19868,3673,55,0,hospital_150,3979,S_199,2746
83725,-37.85573959,144.9939728,23 McIlwrick Street,WINDSOR,9920000,house,2009,2,1,1,SC_066,940,19957,174,11,0,hospital_063,362,S_115,1311
48434,-37.799893,145.043337,40 Hartington Street,KEW,8160000,house,2016,3,1,1,SC_083,2390,19904,2477,20,0,hospital_064,1073,S_039,1273
43552,-37.711854,145.086672,19 Elder  Street,WATSONIA,5005000,house,2012,3,1,1,SC_017,5142,19984,272,34,0,hospital_075,1849,S_020,1423
54570,-37.818889,145.042843,5 Lyndhurst Crescent,HAWTHORN,17100000,house,2016,3,2,2,SC_083,662,19903,471,22,0,hospital_127,988,S_208,660
56738,-37.852509,145.120007,48 Station Street,BURWOOD,10440000,house,2016,3,1,1,SC_042,3730,19840,2449,27,0,hospital_047,1605,S_097,1265
11651,-37.710841,144.822732,1 Hill Court,KEILOR,8604000,house,2015,4,2,3,SC_107,2276,20001,3276,36,0,hospital_057,5574,S_222,2556
20030,-37.7945281,144.9665863,12/404 Cardigan Street,CARLTON,10710000,house,2013,2,1,1,SC_008,1949,19842,1751,8,0,hospital_136,590,S_200,1075
83246,-37.880776,145.254095,59 Peppermint Grove,KNOXFIELD,6435000,house,2011,4,2,2,SC_049,4993,19869,3493,53,0,hospital_002,3077,S_027,2772
66331,-37.776393,145.339611,4 Blueridge Drive,MOOROOLBARK,10704000,house,2012,4,2,2,SC_084,3038,19876,2431,59,0,hospital_113,2088,S_081,2029
59552,-37.809267,145.197724,2 Dalmor Avenue,MITCHAM,5535000,house,2010,3,2,2,SC_088,1950,19900,1097,39,0,hospital_010,345,S_202,2497
96165,-37.922324,145.027589,7 Talbot Avenue,BENTLEIGH,10632000,house,2011,3,1,2,SC_046,2132,19938,760,39,0,hospital_110,1442,S_107,1312
84862,-37.889881,144.98992,31 Kingsley Street,ELWOOD,10945000,house,2010,2,1,2,SC_015,2494,19954,1121,17,0,hospital_116,1774,S_193,1449
47038,-37.706475,145.155472,30 Helene Street,ELTHAM,6888000,house,2010,3,2,0,SC_051,3671,19987,1036,44,0,hospital_075,4371,S_194,975
77229,-37.946877,145.11451,39 Tully Road,CLARINDA,4384000,house,2014,3,1,2,SC_003,3504,19914,2330,41,0,hospital_076,2845,S_170,2116
7531,-37.73321152,144.8216858,5 Elstree Court,KEALBA,2745000,house,2008,4,2,2,SC_107,1420,20002,2304,33,0,hospital_005,3098,S_222,1658
1321,-37.8051131,144.9043592,66 Whitehall Street,FOOTSCRAY,5580000,house,2010,3,1,0,SC_011,2734,20025,460,14,0,hospital_003,1963,S_201,740
74306,-37.884193,145.025502,25 Snowdon Avenue,CAULFIELD,23630000,house,2014,5,2,2,SC_023,1766,19942,1593,32,0,hospital_080,873,S_166,99
65116,-37.803003,145.305698,13 Browning Street,KILSYTH,6525000,house,2013,2,1,1,SC_022,2037,19877,2116,54,0,hospital_164,4439,S_224,420
63500,-37.772582,145.298012,13 Robert Court,CROYDON,7055000,house,2012,3,2,2,SC_084,2132,19877,1854,54,0,hospital_113,5134,S_058,2151
43820,-37.714737,145.077803,5 Herbert Street,WATSONIA,11390000,house,2011,4,2,2,SC_017,4639,19984,675,34,0,hospital_037,2313,S_020,2257
89138,-37.946431,145.012391,11 Minnie Street,SANDRINGHAM,22880000,house,2016,3,2,1,SC_046,2405,19948,813,29,0,hospital_036,882,S_214,862
3706,-37.814649,144.889337,59 Castlemaine Street,YARRAVILLE,6000000,house,2010,2,1,0,SC_043,3384,19996,144,15,0,hospital_056,2411,S_201,1725
51386,-37.78239,145.109218,4 Village Avenue,DONCASTER,9990000,house,2014,4,3,2,SC_091,1565,19896,4136,33,0,hospital_194,1138,S_046,1068
31124,-37.761011,145.024108,317 Raleigh Street,THORNBURY,12650000,house,2015,4,2,2,SC_001,1735,19932,2003,22,0,hospital_039,643,S_219,1747
37373,-37.644447,145.056539,39 Pommel Crescent,EPPING,3780000,house,2012,4,2,2,SC_062,2677,45795,1063,46,0,hospital_053,3618,S_083,1662
43495,-37.711202,145.076523,15 Linacre Street,WATSONIA,6457000,house,2013,3,1,2,SC_017,5010,19984,641,34,0,hospital_037,1994,S_020,2196
51577,-37.794551,145.14064,6 Wilton Way,DONCASTER,11960000,house,2014,5,3,2,SC_091,1533,19897,2920,35,0,hospital_154,2818,S_188,1688
54743,-37.83608246,145.0391235,82 Illawarra Road,HAWTHORN,19500000,house,2009,4,2,2,SC_083,1766,19910,651,12,0,hospital_127,1295,S_208,1823
55031,-37.847683,145.077626,14 Bright Street,CAMBERWELL,24300000,house,2015,3,1,1,SC_099,3117,19850,450,31,0,hospital_089,1813,S_160,1527
45681,-37.67049,145.118275,40 Craig Road,PLENTY,12250000,house,2013,5,3,2,SC_062,3567,19988,3559,49,0,hospital_075,4008,S_051,2232
27715,-37.59114456,144.9280396,78 Medway Road,CRAIGIEBURN,2296000,house,2009,3,1,2,SC_016,1268,40221,1797,46,0,hospital_104,6663,S_178,614
46449,-37.697446,145.160288,11 Nathan Road,ELTHAM,14960000,house,2015,4,2,2,SC_051,2647,19987,2102,44,0,hospital_075,4869,S_194,1964
16595,-37.712736,144.943544,15A Dickinson Street ( Hadfield ),HADFIELD,6710000,house,2016,4,2,2,SC_030,2265,19962,1512,33,0,hospital_184,4723,S_004,764
61573,-37.809302,145.235028,22 Junction Street,RINGWOOD,12068000,house,2015,3,2,3,SC_032,668,19902,906,43,0,hospital_105,737,S_190,454
45127,-37.6876,145.103903,46 Corowa Crescent,GREENSBOROUGH,5300000,house,2014,3,1,2,SC_062,4315,19985,1860,38,0,hospital_075,1959,S_210,1730
36329,-37.669561,145.0274,25 Blackburn Street,LALOR,4032000,house,2016,4,1,2,SC_062,5494,20006,990,40,0,hospital_053,2221,S_229,712
10711,-37.78561401,144.9264832,6 Edinburgh Street,FLEMINGTON,9010000,house,2008,2,1,0,SC_011,978,20040,291,14,0,hospital_114,1058,S_086,213
82713,-37.906646,145.279136,3 Emperor Place,ROWVILLE,5080000,house,2013,4,2,3,SC_049,2896,19867,2939,58,0,hospital_150,3121,S_199,2132
83399,-37.851681,144.990141,108 High Street,WINDSOR,13600000,house,2011,3,1,0,SC_066,574,19958,242,9,0,hospital_155,670,S_115,1390
65181,-37.806023,145.318551,18 Glendale Court,KILSYTH,6580000,house,2014,5,3,0,SC_022,3214,19877,2429,54,0,hospital_164,5541,S_224,841
25393,-37.579972,144.921426,14 Elland Court,CRAIGIEBURN,3320000,house,2015,3,2,2,SC_005,607,40221,3105,46,0,hospital_104,7873,S_178,1915
65225,-37.804178,145.323298,21 Derby Road,KILSYTH,7500000,house,2016,3,1,1,SC_022,3583,19877,2366,54,0,hospital_113,5454,S_224,1161
50866,-37.78918076,145.1314087,16 Gilmore Road,DONCASTER,12450000,house,2009,4,2,2,SC_091,531,20042,3457,30,0,hospital_194,2268,S_188,695
71322,-37.86091232,145.2339325,24 Birchfield Crescent,WANTIRNA,6825000,house,2009,3,1,2,SC_032,5380,19870,3688,49,0,hospital_179,1395,S_226,1361
20526,-37.76708221,144.9686432,14 Nash Street,BRUNSWICK,5520000,house,2009,2,1,0,SC_030,4190,19968,800,21,0,hospital_144,1212,S_074,818
70290,-37.868235,145.1030572,7 Yileen Court,ASHWOOD,9675000,house,2013,2,1,2,SC_042,1435,19840,994,27,0,hospital_089,1435,S_112,841
66694,-37.779679,145.330261,77  Carronvale Road,MOOROOLBARK,5915000,house,2014,3,1,1,SC_084,2794,19877,1669,54,0,hospital_113,2922,S_168,2515
95329,-37.924399,145.043611,26 London Street,BENTLEIGH,7168000,house,2010,3,1,1,SC_046,1743,19938,720,39,0,hospital_110,1134,S_107,558
8317,-37.74957657,144.746933,24 Niewand Avenue,BURNSIDE,3252000,house,2009,3,1,2,SC_048,1910,20001,4699,36,0,hospital_057,6070,S_156,729
39864,-37.691321,145.075521,18 Kelty Terrace,BUNDOORA,16160000,house,2011,4,3,2,SC_062,4500,19984,2304,34,0,hospital_041,1108,S_155,1997
94380,-37.956498,145.082276,4 St Andrews Drive,HEATHERTON,4730000,house,2010,3,2,1,SC_003,1734,19866,2682,37,0,hospital_109,945,S_023,2345
54084,-37.822281,145.024548,13 Morang Road,HAWTHORN,12420000,house,2016,3,2,2,SC_083,992,19905,154,18,0,hospital_086,648,S_208,994
32911,-37.735897,145.020676,50 Gordon Grove,PRESTON,7275000,house,2015,3,1,0,SC_047,899,20011,1783,29,0,hospital_090,2573,S_225,1414
67359,-37.76200485,145.3657379,31 Summit Road,LILYDALE,6137000,house,2009,3,2,2,SC_084,4579,19876,1743,59,0,hospital_113,964,S_081,1441
37334,-37.630529,145.03708,35 Quartz Grove,EPPING,5820000,house,2011,4,2,2,SC_062,4874,20005,2509,43,0,hospital_053,2964,S_196,2528
96579,-37.99838,145.26186,19 Adam Avenue,HALLAM,4200000,house,2010,3,2,2,SC_077,1410,19885,2264,58,0,hospital_119,4042,S_212,782
28858,-37.809925,145.002242,17 Cooke Street,ABBOTSFORD,7416000,house,2013,2,1,0,SC_068,2709,19977,858,8,0,hospital_134,199,S_076,587
39197,-37.750534,145.042644,309 Bell Street,BELLFIELD,2880000,house,2011,3,1,2,SC_047,1719,19935,1747,27,0,hospital_090,684,S_219,1974
57522,-37.815052,145.160589,10 Elm Street,BLACKBURN,7624000,house,2010,4,2,0,SC_002,1071,19898,1085,35,0,hospital_060,2033,S_202,1692
9799,-37.88952255,144.6401978,296 Greaves Street,WERRIBEE,5780000,house,2008,3,2,3,SC_012,3112,19921,2140,39,0,hospital_073,3724,S_236,2715
55124,-37.827525,145.071461,17 Matlock Street,CAMBERWELL,12240000,house,2013,4,2,2,SC_099,1232,19892,340,26,0,hospital_168,2515,S_160,833
58018,-37.815751,145.155223,33 Francis Street,BLACKBURN,6630000,house,2016,3,2,2,SC_002,1485,19898,664,35,0,hospital_060,1917,S_018,1877
31832,-37.740448,145.021766,13 Kallista Court,PRESTON,9750000,house,2013,2,1,2,SC_047,782,20012,1880,27,0,hospital_090,2313,S_084,1706
53088,-37.815408,145.005762,34 Gardner Street,RICHMOND,8866000,house,2010,2,1,0,SC_083,2683,19978,1262,7,0,hospital_134,521,S_076,1105
50475,-37.754818,145.132333,113 Atkinson Street,TEMPLESTOWE,11196000,house,2015,3,2,1,SC_091,3635,19986,4501,40,0,hospital_193,2536,S_046,2638
78138,-37.9296,145.167889,5 Hansworth Street,MULGRAVE,13650000,house,2016,4,2,2,SC_073,3044,19913,2553,43,0,hospital_161,4096,S_067,1944
87836,-37.937102,144.998909,59 Orlando Street,HAMPTON,9600000,house,2009,3,2,0,SC_046,3472,19949,245,27,0,hospital_036,728,S_088,295
96922,-38.003152,145.267524,50 Albert Road,HALLAM,6370000,house,2015,3,1,2,SC_077,1701,19885,1636,58,0,hospital_069,4473,S_212,241
52745,-37.81928253,144.9897461,229 Punt Road,RICHMOND,12840000,house,2009,3,2,2,SC_068,1642,19978,504,7,0,hospital_173,334,S_076,1193
20463,-37.771333,144.969589,13 Loyola Avenue,BRUNSWICK,8640000,house,2010,3,1,1,SC_008,4510,19968,968,21,0,hospital_144,1665,S_138,844
33427,-37.710128,145.005599,1/21 Barry Street,RESERVOIR,7280000,house,2013,3,1,1,SC_103,3295,20009,425,33,0,hospital_139,1061,S_225,2618
76200,-37.90718079,145.1098023,42 Berkeley Street,HUNTINGDALE,12767000,house,2009,4,2,1,SC_087,3241,19916,780,35,0,hospital_166,944,S_169,2227
75474,-37.89341736,145.0624237,8 McLaurin Road,CARNEGIE,13500000,house,2009,4,3,2,SC_041,1020,19919,564,29,0,hospital_108,2933,S_015,829
39053,-37.761394,145.044955,86 Ivanhoe Parade,IVANHOE,4947000,house,2016,4,3,2,SC_001,777,19934,828,26,0,hospital_039,1267,S_219,815
67097,-37.775578,145.347835,16 Valley View Court,LILYDALE,8585000,house,2013,4,2,2,SC_084,3559,19876,2233,59,0,hospital_113,1633,S_081,1747
82858,-37.903752,145.272347,66 Langhorne Crescent,ROWVILLE,14960000,house,2015,4,2,2,SC_049,3319,19868,3174,55,0,hospital_150,3637,S_199,2260
5491,-37.787943,144.857761,13 Alwyn Court,BRAYBROOK,3960000,house,2010,4,1,3,SC_043,716,20022,1339,21,0,hospital_174,2497,S_149,717
296,-37.80147,144.891544,13 Buckingham Street,FOOTSCRAY,5150000,house,2012,2,1,0,SC_043,2781,20024,115,17,0,hospital_056,1041,S_201,574
3816,-37.816109,144.882552,7/276 Williamstown Road,YARRAVILLE,8129000,house,2015,3,2,3,SC_043,3110,19996,650,15,0,hospital_056,2578,S_201,2185
87384,-37.941879,145.002991,15 Linacre Road,HAMPTON,29750000,house,2015,3,2,0,SC_046,3115,19949,454,27,0,hospital_036,88,S_088,532
13160,-37.712933,144.782174,44 Mcnicholl Way,DELAHEY,6580000,house,2016,4,2,2,SC_107,2737,20000,1491,39,0,hospital_057,6010,S_094,1293
4428,-37.824829,144.871597,4 Steel Street,SPOTSWOOD,6210000,house,2016,3,1,2,SC_033,2194,19995,1417,18,0,hospital_056,3755,S_056,2504
85323,-37.88551331,145.0032959,18 Stanley Street,ELSTERNWICK,6240000,house,2008,5,3,3,SC_015,2729,19954,227,17,0,hospital_116,532,S_193,290
81415,-37.978258,145.19869,6 Jolly Street,DANDENONG,5880000,house,2015,3,1,1,SC_112,1741,19889,622,50,0,hospital_018,1359,S_183,1426
71129,-37.855311,145.232609,14 Dewsbury Court,WANTIRNA,7280000,house,2015,3,1,2,SC_032,4749,19871,3183,45,0,hospital_179,791,S_226,1674
81271,-37.970793,145.204349,40 Gladstone Road,DANDENONG,8216000,house,2013,3,1,1,SC_112,2043,19889,1393,50,0,hospital_048,788,S_183,1580
56542,-37.855372,145.118208,3 Goold Street,BURWOOD,8460000,house,2011,3,2,2,SC_042,3389,19840,2099,27,0,hospital_047,1940,S_097,1452
17861,-37.697316,144.940868,91 Gowrie Street,GLENROY,4840000,house,2012,3,2,1,SC_030,3990,19961,1630,35,0,hospital_104,5493,S_004,1097
4398,-37.846454,144.874429,37 Salisbury Street,NEWPORT,3150000,house,2005,2,1,1,SC_033,3281,19994,907,20,0,hospital_141,2327,S_056,2751
94982,-37.931463,145.037641,18 Railway Crescent,BENTLEIGH,10485000,house,2015,3,2,2,SC_046,897,19937,331,38,0,hospital_110,192,S_107,1385
53104,-37.813323,145.008492,35 Davison Street,RICHMOND,8055000,house,2015,2,1,0,SC_083,2512,19977,1444,8,0,hospital_134,469,S_076,1209
4252,-37.844066,144.877975,20 Ford Street,NEWPORT,11880000,house,2014,5,3,1,SC_033,3359,19994,517,20,0,hospital_141,2364,S_056,2935
84732,-37.8744823,144.9849754,2 Dryden Street,ELWOOD,23800000,house,2012,4,3,1,SC_015,746,19955,915,15,0,hospital_087,1648,S_133,724
30675,-37.757104,145.009916,127 Mansfield Street,THORNBURY,8556000,house,2013,2,1,0,SC_103,2072,20014,1024,23,0,hospital_035,672,S_105,870
28562,-37.795822,144.985568,21 Emma Street,COLLINGWOOD,8940000,house,2010,2,1,1,SC_008,2258,19975,865,11,0,hospital_178,1458,S_060,658
96292,-37.925905,145.04637,9 Auckland Street,BENTLEIGH,10100000,house,2011,4,2,2,SC_046,1669,19938,961,39,0,hospital_110,1158,S_107,803
